ID,Location,Date,Time
black,jio,2016-02-23 23:45:18.166033
black,jio,2016-02-23 23:45:18.170408
black,jio,2016-02-23 23:45:18.406290
black,jio,2016-02-23 23:45:19.500301
black,jio,2016-02-23 23:45:19.501832
black,jio,2016-02-23 23:46:15.830693
black,jio,2016-02-23 23:46:15.836075
black,jio,2016-02-23 23:46:15.965658
black,jio,2016-02-23 23:46:15.989506
black,jio,2016-02-23 23:46:16.126780
black,jio,2016-02-23 23:46:16.788932
black,jio,2016-02-23 23:46:17.124533
black,jio,2016-02-23 23:46:17.127470
black,jio,2016-02-23 23:46:42.210309
black,jio,2016-02-23 23:46:42.212178
black,jio,2016-02-23 23:46:43.430348
black,jio,2016-02-23 23:46:43.432232
black,jio,2016-02-23 23:46:44.587278
black,jio,2016-02-23 23:46:44.589299
black,jio,2016-02-23 23:46:45.370331
black,jio,2016-02-23 23:46:45.372022
black,jio,2016-02-23 23:46:47.130353
black,jio,2016-02-23 23:46:47.132601
black,jio,2016-02-23 23:46:47.987396
black,jio,2016-02-23 23:46:47.991017
black,jio,2016-02-23 23:46:47.995329
black,jio,2016-02-23 23:46:48.750312
black,jio,2016-02-23 23:46:48.752163
black,jio,2016-02-23 23:46:49.314492
black,jio,2016-02-23 23:46:49.316375
black,jio,2016-02-23 23:46:50.876412
black,jio,2016-02-23 23:46:51.160347
black,jio,2016-02-23 23:46:51.162023
black,jio,2016-02-23 23:46:51.226416
black,jio,2016-02-23 23:46:51.228114
black,jio,2016-02-23 23:46:56.315500
black,jio,2016-02-23 23:46:57.465946
black,jio,2016-02-23 23:46:59.078908
black,jio,2016-02-23 23:46:59.082830
black,jio,2016-02-23 23:46:59.705437
black,jio,2016-02-23 23:47:01.068320
black,jio,2016-02-23 23:47:01.070706
black,jio,2016-02-23 23:47:02.380107
black,jio,2016-02-23 23:47:02.382556
black,jio,2016-02-23 23:47:03.480380
black,jio,2016-02-23 23:47:03.482230
black,jio,2016-02-23 23:47:03.564221
black,jio,2016-02-23 23:47:04.612489
black,jio,2016-02-23 23:47:04.614888
black,jio,2016-02-23 23:47:17.463728
black,jio,2016-02-23 23:47:25.710331
black,jio,2016-02-23 23:47:28.928125
black,jio,2016-02-23 23:47:29.554810
black,jio,2016-02-23 23:47:29.563700
black,jio,2016-02-23 23:47:32.360508
black,jio,2016-02-23 23:47:33.311307
black,jio,2016-02-23 23:47:33.318029
black,jio,2016-02-23 23:47:40.310708
black,jio,2016-02-23 23:47:49.530298
black,jio,2016-02-23 23:47:51.002637
black,jio,2016-02-23 23:47:51.005324
black,jio,2016-02-23 23:47:51.290352
black,jio,2016-02-23 23:47:51.296304
black,jio,2016-02-23 23:47:52.955196
black,jio,2016-02-23 23:47:53.436138
black,jio,2016-02-23 23:47:53.438472
black,jio,2016-02-23 23:47:53.546526
black,jio,2016-02-23 23:47:53.586283
black,jio,2016-02-23 23:47:53.592290
black,jio,2016-02-23 23:47:53.594266
black,jio,2016-02-23 23:47:53.651141
black,jio,2016-02-23 23:47:53.874571
black,jio,2016-02-23 23:47:53.876958
black,jio,2016-02-23 23:47:53.960623
black,jio,2016-02-23 23:47:53.996241
black,jio,2016-02-23 23:47:53.998361
black,jio,2016-02-23 23:47:55.154968
black,jio,2016-02-23 23:47:55.157002
black,jio,2016-02-23 23:47:56.884198
black,jio,2016-02-23 23:47:57.840315
black,jio,2016-02-23 23:47:57.843888
black,jio,2016-02-23 23:47:59.869035
black,jio,2016-02-23 23:47:59.871325
black,jio,2016-02-23 23:48:00.938864
black,jio,2016-02-23 23:48:00.942515
black,jio,2016-02-23 23:48:29.686841
black,jio,2016-02-23 23:48:29.688815
black,jio,2016-02-23 23:48:31.314752
black,jio,2016-02-23 23:48:31.320860
black,jio,2016-02-23 23:48:49.738225
black,jio,2016-02-23 23:48:49.892727
black,jio,2016-02-23 23:48:49.978092
black,jio,2016-02-23 23:48:49.980324
black,jio,2016-02-23 23:48:50.033692
black,jio,2016-02-23 23:48:50.280349
black,jio,2016-02-23 23:48:50.283242
black,jio,2016-02-23 23:48:51.095153
black,jio,2016-02-23 23:48:51.097335
black,jio,2016-02-23 23:48:54.385871
black,jio,2016-02-23 23:48:58.146694
black,jio,2016-02-23 23:48:58.149348
black,jio,2016-02-23 23:48:58.450335
black,jio,2016-02-23 23:48:58.452487
black,jio,2016-02-23 23:48:58.507122
black,jio,2016-02-23 23:48:58.560356
black,jio,2016-02-23 23:48:58.562352
black,jio,2016-02-23 23:48:58.650523
black,jio,2016-02-23 23:48:58.652923
black,jio,2016-02-23 23:49:01.210346
black,jio,2016-02-23 23:49:01.212622
black,jio,2016-02-23 23:49:01.240340
black,jio,2016-02-23 23:49:01.243643
black,jio,2016-02-23 23:49:01.250562
black,jio,2016-02-23 23:49:01.252847
black,jio,2016-02-23 23:49:01.314863
black,jio,2016-02-23 23:49:01.660525
black,jio,2016-02-23 23:49:01.663079
black,jio,2016-02-23 23:49:02.346859
black,jio,2016-02-23 23:49:02.351563
