ID,Location,Date,Time
green,asd,2016-02-26 01:22:38.274379
blue,asd,2016-02-26 01:22:38.274559
grey,asd,2016-02-26 01:22:38.274705
green,asd,2016-02-26 01:23:14.076931
blue,asd,2016-02-26 01:23:14.077171
grey,asd,2016-02-26 01:23:14.077524
green,asd,2016-02-26 01:23:21.126921
blue,asd,2016-02-26 01:23:21.127190
grey,asd,2016-02-26 01:23:21.127582
green,asd,2016-02-26 01:23:37.187461
blue,asd,2016-02-26 01:23:37.187920
grey,asd,2016-02-26 01:23:37.188533
blue,asd,2016-02-26 01:23:42.934580
grey,asd,2016-02-26 01:23:42.934736
green,asd,2016-02-26 01:23:42.934387
green,asd,2016-02-26 01:23:49.194293
blue,asd,2016-02-26 01:23:50.273847
grey,asd,2016-02-26 01:23:50.274197
green,asd,2016-02-26 01:23:55.134236
blue,asd,2016-02-26 01:23:55.134468
grey,asd,2016-02-26 01:23:55.134821
green,asd,2016-02-26 01:24:00.672327
blue,asd,2016-02-26 01:24:00.672526
grey,asd,2016-02-26 01:24:00.672681
green,asd,2016-02-26 01:24:05.885550
blue,asd,2016-02-26 01:24:05.885984
grey,asd,2016-02-26 01:24:05.886258
green,asd,2016-02-26 01:24:11.465041
blue,asd,2016-02-26 01:24:11.465173
grey,asd,2016-02-26 01:24:11.465298
green,asd,2016-02-26 01:24:16.068822
blue,asd,2016-02-26 01:24:16.069075
grey,asd,2016-02-26 01:24:16.069326
green,asd,2016-02-26 01:24:21.251853
blue,asd,2016-02-26 01:24:21.252058
grey,asd,2016-02-26 01:24:21.252234
green,asd,2016-02-26 01:24:26.625293
blue,asd,2016-02-26 01:24:26.625527
grey,asd,2016-02-26 01:24:26.625883
green,asd,2016-02-26 01:24:55.626011
blue,asd,2016-02-26 01:24:55.626472
grey,asd,2016-02-26 01:24:55.627109
green,asd,2016-02-26 01:25:01.194531
blue,asd,2016-02-26 01:25:01.194714
grey,asd,2016-02-26 01:25:01.194873
green,asd,2016-02-26 01:25:05.851596
blue,asd,2016-02-26 01:25:05.851781
grey,asd,2016-02-26 01:25:05.851930
green,asd,2016-02-26 01:25:11.404408
blue,asd,2016-02-26 01:25:11.404597
grey,asd,2016-02-26 01:25:11.404749
green,asd,2016-02-26 01:25:16.117710
blue,asd,2016-02-26 01:25:16.117896
grey,asd,2016-02-26 01:25:16.118042
green,asd,2016-02-26 01:25:21.368984
blue,asd,2016-02-26 01:25:21.369194
grey,asd,2016-02-26 01:25:21.369349
green,asd,2016-02-26 01:25:27.228293
blue,asd,2016-02-26 01:25:27.228678
grey,asd,2016-02-26 01:25:27.228995
green,asd,2016-02-26 01:25:31.649889
blue,asd,2016-02-26 01:25:31.650198
grey,asd,2016-02-26 01:25:31.650399
green,asd,2016-02-26 01:25:37.044229
blue,asd,2016-02-26 01:25:37.044462
grey,asd,2016-02-26 01:25:37.044673
green,asd,2016-02-26 01:25:41.584559
blue,asd,2016-02-26 01:25:41.584733
grey,asd,2016-02-26 01:25:41.584881
green,asd,2016-02-26 01:25:47.059670
blue,asd,2016-02-26 01:25:47.059864
grey,asd,2016-02-26 01:25:47.060008
green,asd,2016-02-26 01:25:52.521525
blue,asd,2016-02-26 01:25:52.521732
grey,asd,2016-02-26 01:25:52.521934
green,asd,2016-02-26 01:25:57.424323
blue,asd,2016-02-26 01:25:57.442823
grey,asd,2016-02-26 01:25:57.443207
grey,asd,2016-02-26 01:26:02.193120
green,asd,2016-02-26 01:26:02.192715
blue,asd,2016-02-26 01:26:02.192930
blue,asd,2016-02-26 01:26:07.704596
grey,asd,2016-02-26 01:26:07.704737
green,asd,2016-02-26 01:26:07.704405
blue,asd,2016-02-26 01:26:12.644198
grey,asd,2016-02-26 01:26:12.644364
green,asd,2016-02-26 01:26:12.644001
green,asd,2016-02-26 01:26:17.955402
blue,asd,2016-02-26 01:26:17.955671
grey,asd,2016-02-26 01:26:17.956059
green,asd,2016-02-26 01:26:23.517163
blue,asd,2016-02-26 01:26:23.517413
grey,asd,2016-02-26 01:26:23.517685
green,asd,2016-02-26 01:26:28.423699
blue,asd,2016-02-26 01:26:28.424106
grey,asd,2016-02-26 01:26:28.424358
green,asd,2016-02-26 01:26:35.205496
blue,asd,2016-02-26 01:26:35.206320
grey,asd,2016-02-26 01:26:35.206826
green,asd,2016-02-26 01:26:41.538661
blue,asd,2016-02-26 01:26:41.539097
grey,asd,2016-02-26 01:26:41.539313
green,asd,2016-02-26 01:26:45.102911
blue,asd,2016-02-26 01:26:45.103147
grey,asd,2016-02-26 01:26:45.103309
green,asd,2016-02-26 01:26:50.096193
blue,asd,2016-02-26 01:26:50.096851
grey,asd,2016-02-26 01:26:50.097717
green,asd,2016-02-26 01:26:54.750916
blue,asd,2016-02-26 01:26:54.751440
grey,asd,2016-02-26 01:26:54.752360
green,asd,2016-02-26 01:26:59.786413
blue,asd,2016-02-26 01:26:59.786986
grey,asd,2016-02-26 01:26:59.788239
green,asd,2016-02-26 01:27:04.996907
blue,asd,2016-02-26 01:27:04.999291
grey,asd,2016-02-26 01:27:04.999796
green,asd,2016-02-26 01:27:09.505899
blue,asd,2016-02-26 01:27:09.506487
grey,asd,2016-02-26 01:27:09.507282
green,asd,2016-02-26 01:27:15.003965
blue,asd,2016-02-26 01:27:15.004453
grey,asd,2016-02-26 01:27:15.005958
green,asd,2016-02-26 01:27:20.719682
blue,asd,2016-02-26 01:27:20.720134
grey,asd,2016-02-26 01:27:20.720321
green,asd,2016-02-26 01:27:27.366200
blue,asd,2016-02-26 01:27:27.366785
grey,asd,2016-02-26 01:27:27.367148
green,asd,2016-02-26 01:27:32.757862
blue,asd,2016-02-26 01:27:32.758294
grey,asd,2016-02-26 01:27:32.758767
green,asd,2016-02-26 01:27:37.757417
blue,asd,2016-02-26 01:27:37.757649
grey,asd,2016-02-26 01:27:37.758202
green,asd,2016-02-26 01:27:42.873000
blue,asd,2016-02-26 01:27:42.873273
grey,asd,2016-02-26 01:27:42.873725
green,asd,2016-02-26 01:27:48.660595
blue,asd,2016-02-26 01:27:48.660799
grey,asd,2016-02-26 01:27:48.661039
green,asd,2016-02-26 01:27:53.616553
blue,asd,2016-02-26 01:27:53.617365
grey,asd,2016-02-26 01:27:53.618070
green,asd,2016-02-26 01:27:59.049420
blue,asd,2016-02-26 01:27:59.049655
grey,asd,2016-02-26 01:27:59.050078
green,asd,2016-02-26 01:28:04.140293
blue,asd,2016-02-26 01:28:04.140588
grey,asd,2016-02-26 01:28:04.140842
green,asd,2016-02-26 01:28:09.673732
blue,asd,2016-02-26 01:28:09.674030
grey,asd,2016-02-26 01:28:09.674308
green,asd,2016-02-26 01:28:14.444193
blue,asd,2016-02-26 01:28:14.444406
grey,asd,2016-02-26 01:28:14.444743
green,asd,2016-02-26 01:28:20.396183
blue,asd,2016-02-26 01:28:20.396823
grey,asd,2016-02-26 01:28:20.397078
