ID,Location,Date,Time
green,hi,2016-02-23 23:27:19.076277
blue,hi,2016-02-23 23:27:19.076585
grey,hi,2016-02-23 23:27:19.077050
green,hi,2016-02-23 23:27:19.078096
blue,hi,2016-02-23 23:27:19.078719
grey,hi,2016-02-23 23:27:19.079140
green,hi,2016-02-23 23:27:19.310933
blue,hi,2016-02-23 23:27:19.311566
grey,hi,2016-02-23 23:27:19.312331
green,hi,2016-02-23 23:27:19.313740
blue,hi,2016-02-23 23:27:19.314729
grey,hi,2016-02-23 23:27:19.315460
green,hi,2016-02-23 23:27:19.930997
blue,hi,2016-02-23 23:27:19.931492
grey,hi,2016-02-23 23:27:19.932123
green,hi,2016-02-23 23:27:19.934262
blue,hi,2016-02-23 23:27:19.934661
grey,hi,2016-02-23 23:27:19.935098
green,hi,2016-02-23 23:27:31.121019
blue,hi,2016-02-23 23:27:31.121306
grey,hi,2016-02-23 23:27:31.121612
green,hi,2016-02-23 23:27:31.122394
blue,hi,2016-02-23 23:27:31.122635
grey,hi,2016-02-23 23:27:31.123141
green,hi,2016-02-23 23:27:31.330989
blue,hi,2016-02-23 23:27:31.331487
grey,hi,2016-02-23 23:27:31.331920
green,hi,2016-02-23 23:27:31.552106
blue,hi,2016-02-23 23:27:31.552635
grey,hi,2016-02-23 23:27:31.553259
green,hi,2016-02-23 23:27:31.564651
blue,hi,2016-02-23 23:27:31.564797
grey,hi,2016-02-23 23:27:31.564937
green,hi,2016-02-23 23:27:31.615686
blue,hi,2016-02-23 23:27:31.616302
grey,hi,2016-02-23 23:27:31.616992
green,hi,2016-02-23 23:27:31.625787
blue,hi,2016-02-23 23:27:31.626168
grey,hi,2016-02-23 23:27:31.626476
green,hi,2016-02-23 23:27:31.633069
blue,hi,2016-02-23 23:27:31.633499
grey,hi,2016-02-23 23:27:31.633959
green,hi,2016-02-23 23:27:31.639819
blue,hi,2016-02-23 23:27:31.640577
grey,hi,2016-02-23 23:27:31.641290
green,hi,2016-02-23 23:27:34.314386
blue,hi,2016-02-23 23:27:34.314826
grey,hi,2016-02-23 23:27:34.315218
green,hi,2016-02-23 23:27:34.316082
blue,hi,2016-02-23 23:27:34.316807
grey,hi,2016-02-23 23:27:34.317226
green,hi,2016-02-23 23:27:37.473977
blue,hi,2016-02-23 23:27:37.474611
grey,hi,2016-02-23 23:27:37.475172
green,hi,2016-02-23 23:27:37.476172
blue,hi,2016-02-23 23:27:37.476701
grey,hi,2016-02-23 23:27:37.477473
green,hi,2016-02-23 23:27:37.630831
blue,hi,2016-02-23 23:27:37.631201
grey,hi,2016-02-23 23:27:37.631857
green,hi,2016-02-23 23:27:37.674324
green,hi,2016-02-23 23:27:37.677535
blue,hi,2016-02-23 23:27:37.677840
grey,hi,2016-02-23 23:27:37.678385
green,hi,2016-02-23 23:27:37.709166
blue,hi,2016-02-23 23:27:37.709573
grey,hi,2016-02-23 23:27:37.709875
green,hi,2016-02-23 23:27:37.714591
blue,hi,2016-02-23 23:27:37.714911
grey,hi,2016-02-23 23:27:37.715138
green,hi,2016-02-23 23:27:38.299326
blue,hi,2016-02-23 23:27:38.299736
grey,hi,2016-02-23 23:27:38.300409
green,hi,2016-02-23 23:27:38.305275
blue,hi,2016-02-23 23:27:38.305549
grey,hi,2016-02-23 23:27:38.305900
green,hi,2016-02-23 23:27:38.312152
blue,hi,2016-02-23 23:27:38.312536
grey,hi,2016-02-23 23:27:38.313036
green,hi,2016-02-23 23:27:38.316611
blue,hi,2016-02-23 23:27:38.316977
grey,hi,2016-02-23 23:27:38.317238
green,hi,2016-02-23 23:27:38.318150
blue,hi,2016-02-23 23:27:38.318396
grey,hi,2016-02-23 23:27:38.319179
green,hi,2016-02-23 23:27:38.325631
