ID,Location,Date,Time
black,456,2016-02-24 00:08:18.313846
black,456,2016-02-24 00:08:42.643078
black,456,2016-02-24 00:08:42.644389
black,456,2016-02-24 00:08:48.527653
black,456,2016-02-24 00:09:11.129235
black,456,2016-02-24 00:09:18.184754
black,456,2016-02-24 00:09:23.621702
black,456,2016-02-24 00:09:29.681970
black,456,2016-02-24 00:09:35.812828
black,456,2016-02-24 00:09:41.618865
black,456,2016-02-24 00:09:51.029953
black,456,2016-02-24 00:09:56.491091
black,456,2016-02-24 00:10:01.761406
black,456,2016-02-24 00:10:09.679685
black,456,2016-02-24 00:10:15.504122
black,456,2016-02-24 00:10:23.390310
black,456,2016-02-24 00:10:37.066786
black,456,2016-02-24 00:10:43.020945
black,456,2016-02-24 00:10:50.027898
black,456,2016-02-24 00:11:01.376941
black,456,2016-02-24 00:11:06.715104
black,456,2016-02-24 00:11:13.365124
black,456,2016-02-24 00:11:23.016318
black,456,2016-02-24 00:11:31.856836
black,456,2016-02-24 00:11:54.554557
black,456,2016-02-24 00:12:17.830307
black,456,2016-02-24 00:12:22.047872
black,456,2016-02-24 00:12:22.050154
black,456,2016-02-24 00:12:22.264472
black,456,2016-02-24 00:12:55.956891
black,456,2016-02-24 00:12:57.291663
black,456,2016-02-24 00:12:57.319768
black,456,2016-02-24 00:12:57.356481
black,456,2016-02-24 00:12:57.407578
black,456,2016-02-24 00:12:57.409576
black,456,2016-02-24 00:12:57.740475
black,456,2016-02-24 00:12:57.762111
black,456,2016-02-24 00:13:04.907582
black,456,2016-02-24 00:13:05.309949
black,456,2016-02-24 00:13:05.312577
black,456,2016-02-24 00:13:16.980352
black,456,2016-02-24 00:13:35.950343
black,456,2016-02-24 00:13:42.139213
black,456,2016-02-24 00:13:42.143883
black,456,2016-02-24 00:13:42.386256
black,456,2016-02-24 00:13:42.388332
black,456,2016-02-24 00:13:42.960341
black,456,2016-02-24 00:13:42.962308
black,456,2016-02-24 00:13:43.248532
black,456,2016-02-24 00:13:43.250621
black,456,2016-02-24 00:13:43.282090
black,456,2016-02-24 00:13:43.331348
black,456,2016-02-24 00:13:43.334391
black,456,2016-02-24 00:13:46.547792
black,456,2016-02-24 00:13:47.576040
black,456,2016-02-24 00:13:47.578198
black,456,2016-02-24 00:13:52.746086
black,456,2016-02-24 00:13:59.722300
black,456,2016-02-24 00:14:06.874291
black,456,2016-02-24 00:14:07.901618
black,456,2016-02-24 00:14:15.357403
black,456,2016-02-24 00:14:29.688821
black,456,2016-02-24 00:14:29.691788
black,456,2016-02-24 00:14:29.694954
black,456,2016-02-24 00:14:29.764730
black,456,2016-02-24 00:14:29.772302
black,456,2016-02-24 00:14:29.911974
black,456,2016-02-24 00:14:29.914467
black,456,2016-02-24 00:14:29.986602
black,456,2016-02-24 00:14:29.993328
black,456,2016-02-24 00:14:30.060103
black,456,2016-02-24 00:14:30.068498
black,456,2016-02-24 00:14:30.072401
black,456,2016-02-24 00:14:30.223876
black,456,2016-02-24 00:14:30.226948
black,456,2016-02-24 00:14:30.497697
black,456,2016-02-24 00:14:31.690012
black,456,2016-02-24 00:14:32.537673
black,456,2016-02-24 00:14:34.050344
black,456,2016-02-24 00:14:34.052234
