ID,Location,Date,Time
green,456,2016-02-24 00:08:18.311964
blue,456,2016-02-24 00:08:18.312077
grey,456,2016-02-24 00:08:18.312190
green,456,2016-02-24 00:08:18.314429
blue,456,2016-02-24 00:08:18.314882
grey,456,2016-02-24 00:08:18.315481
green,456,2016-02-24 00:08:42.643398
blue,456,2016-02-24 00:08:42.643607
grey,456,2016-02-24 00:08:42.643821
green,456,2016-02-24 00:08:42.644791
blue,456,2016-02-24 00:08:42.645135
grey,456,2016-02-24 00:08:42.645525
blue,456,2016-02-24 00:08:48.528172
grey,456,2016-02-24 00:08:48.528362
green,456,2016-02-24 00:08:48.527963
green,456,2016-02-24 00:09:11.129744
blue,456,2016-02-24 00:09:11.130113
grey,456,2016-02-24 00:09:11.130714
green,456,2016-02-24 00:09:18.185419
blue,456,2016-02-24 00:09:18.185838
grey,456,2016-02-24 00:09:18.186201
green,456,2016-02-24 00:09:23.622240
blue,456,2016-02-24 00:09:23.622694
grey,456,2016-02-24 00:09:23.631293
green,456,2016-02-24 00:09:29.682681
blue,456,2016-02-24 00:09:29.683060
grey,456,2016-02-24 00:09:29.683651
green,456,2016-02-24 00:09:35.813299
blue,456,2016-02-24 00:09:35.813649
grey,456,2016-02-24 00:09:35.813975
green,456,2016-02-24 00:09:41.619374
blue,456,2016-02-24 00:09:41.619798
grey,456,2016-02-24 00:09:41.620168
green,456,2016-02-24 00:09:51.030680
blue,456,2016-02-24 00:09:51.031180
grey,456,2016-02-24 00:09:51.031530
green,456,2016-02-24 00:09:56.491469
blue,456,2016-02-24 00:09:56.491948
grey,456,2016-02-24 00:09:56.492372
green,456,2016-02-24 00:10:01.761837
blue,456,2016-02-24 00:10:01.762150
grey,456,2016-02-24 00:10:01.762604
green,456,2016-02-24 00:10:09.679993
blue,456,2016-02-24 00:10:09.680243
grey,456,2016-02-24 00:10:09.680572
green,456,2016-02-24 00:10:15.504610
blue,456,2016-02-24 00:10:15.504899
grey,456,2016-02-24 00:10:15.505430
green,456,2016-02-24 00:10:23.390663
blue,456,2016-02-24 00:10:23.390947
grey,456,2016-02-24 00:10:23.391422
green,456,2016-02-24 00:10:37.067505
blue,456,2016-02-24 00:10:37.068104
grey,456,2016-02-24 00:10:37.068454
green,456,2016-02-24 00:10:43.021856
blue,456,2016-02-24 00:10:43.022352
grey,456,2016-02-24 00:10:43.022703
green,456,2016-02-24 00:10:50.028284
blue,456,2016-02-24 00:10:50.028629
grey,456,2016-02-24 00:10:50.028939
green,456,2016-02-24 00:11:01.377510
blue,456,2016-02-24 00:11:01.377765
grey,456,2016-02-24 00:11:01.378338
green,456,2016-02-24 00:11:06.715428
blue,456,2016-02-24 00:11:06.715642
grey,456,2016-02-24 00:11:06.715835
green,456,2016-02-24 00:11:13.366263
blue,456,2016-02-24 00:11:13.366851
