15:28:08, OK, 39.0
15:29:08, OK, 37.0
15:30:08, OK, 39.0
15:31:09, OK, 37.0
15:32:09, OK, 37.0
15:33:09, OK, 33.0
15:34:10, OK, 33.0
15:35:00, OK, 29.0
15:36:00, OK, 31.0
15:37:00, OK, 29.0
15:38:01, OK, 33.0
15:39:01, OK, 33.0
15:40:01, OK, 33.0
15:41:01, OK, 29.0
15:42:02, OK, 31.0
15:43:02, OK, 31.0
15:44:02, OK, 33.0
15:45:02, OK, 33.0
15:46:03, OK, 27.0
15:47:03, OK, 31.0
15:48:04, FAIL, 0
15:49:06, OK, 25.0
15:50:07, OK, 29.0
15:51:07, OK, 27.0
15:52:07, OK, 27.0
15:53:08, OK, 29.0
15:54:08, OK, 27.0
15:55:08, OK, 29.0
15:56:09, OK, 31.0
15:57:09, OK, 27.0
15:58:10, OK, 23.0
15:59:00, OK, 25.0
16:01:00, OK, 27.0
16:02:01, OK, 23.0
16:03:01, OK, 27.0
16:04:01, OK, 27.0
16:05:01, OK, 29.0
16:06:02, OK, 31.0
16:07:02, OK, 29.0
16:08:02, OK, 21.0
16:09:03, OK, 27.0
16:10:03, OK, 29.0
16:11:03, OK, 23.0
16:12:03, OK, 31.0
16:13:04, OK, 31.0
16:14:04, OK, 27.0
16:15:04, OK, 35.0
16:16:04, OK, 31.0
16:17:05, FAIL, 0
16:19:31, OK, 35.0
16:20:02, OK, 35.0
16:21:02, OK, 31.0
16:22:02, FAIL, 0
16:23:06, OK, 37.0
16:24:07, OK, 29.0
16:25:07, OK, 39.0
16:26:07, OK, 43.0
16:27:07, OK, 43.0
16:28:08, OK, 35.0
16:29:08, OK, 45.0
16:30:08, OK, 35.0
16:31:09, OK, 45.0
16:32:09, OK, 41.0
16:33:09, OK, 35.0
16:34:09, OK, 45.0
16:35:00, OK, 37.0
16:36:00, OK, 45.0
16:37:00, OK, 39.0
16:38:00, OK, 37.0
16:39:01, OK, 35.0
16:40:01, OK, 45.0
16:41:01, FAIL, 0
16:43:22, OK, 39.0
16:44:02, OK, 35.0
16:45:02, OK, 37.0
16:46:03, OK, 39.0
16:47:03, OK, 37.0
16:48:03, OK, 39.0
16:49:03, OK, 35.0
16:50:04, OK, 39.0
16:51:04, OK, 35.0
16:52:04, OK, 37.0
16:53:04, OK, 35.0
16:54:05, OK, 33.0
16:55:05, OK, 35.0
16:56:05, OK, 35.0
16:57:05, OK, 31.0
16:58:06, OK, 33.0
16:59:06, OK, 37.0
17:01:06, OK, 37.0
17:02:07, OK, 29.0
17:03:07, OK, 33.0
17:04:07, OK, 33.0
17:05:08, OK, 33.0
17:06:08, OK, 39.0
17:07:08, OK, 35.0
17:08:08, OK, 35.0
17:09:09, OK, 37.0
17:10:09, OK, 37.0
17:11:09, OK, 35.0
17:12:09, OK, 35.0
17:13:00, OK, 41.0
17:14:00, OK, 35.0
17:15:00, OK, 29.0
17:16:00, OK, 35.0
17:17:01, OK, 35.0
17:18:01, OK, 37.0
17:19:01, OK, 35.0
17:20:01, OK, 37.0
17:21:02, OK, 37.0
17:22:02, OK, 37.0
17:23:02, OK, 37.0
17:24:02, OK, 29.0
17:25:03, OK, 35.0
17:26:03, OK, 29.0
17:27:03, OK, 33.0
17:28:04, OK, 37.0
17:29:04, OK, 31.0
17:30:04, OK, 35.0
17:31:04, OK, 29.0
17:32:05, OK, 33.0
17:33:05, OK, 33.0
17:34:05, OK, 27.0
17:35:05, OK, 27.0
17:36:06, OK, 27.0
17:37:06, FAIL, 0
17:38:07, OK, 23.0
17:39:07, OK, 25.0
17:40:07, OK, 27.0
17:41:07, OK, 25.0
17:42:08, OK, 27.0
17:43:08, OK, 25.0
17:44:08, OK, 27.0
17:45:09, OK, 25.0
17:46:09, OK, 31.0
17:47:09, OK, 29.0
17:48:09, OK, 31.0
17:49:00, OK, 23.0
17:50:00, OK, 29.0
17:51:00, OK, 25.0
17:52:00, OK, 31.0
17:53:01, OK, 31.0
17:54:01, OK, 23.0
17:55:01, OK, 29.0
17:56:02, OK, 31.0
17:57:02, OK, 29.0
17:58:02, OK, 23.0
17:59:03, OK, 31.0
18:01:03, OK, 37.0
18:02:03, OK, 25.0
18:03:04, OK, 25.0
18:04:04, OK, 29.0
18:05:04, OK, 29.0
18:06:04, OK, 35.0
18:07:05, OK, 29.0
18:08:05, OK, 31.0
18:09:05, OK, 31.0
18:10:06, OK, 27.0
18:11:06, OK, 27.0
18:12:06, OK, 23.0
18:13:07, OK, 33.0
18:14:07, OK, 25.0
18:15:07, OK, 31.0
18:16:07, OK, 27.0
18:17:08, OK, 29.0
18:18:08, OK, 31.0
18:19:08, OK, 31.0
18:20:08, OK, 31.0
18:21:09, OK, 25.0
18:22:09, OK, 33.0
18:23:09, OK, 31.0
18:24:09, OK, 33.0
18:25:00, OK, 23.0
18:26:00, OK, 25.0
18:27:00, OK, 23.0
18:28:01, OK, 25.0
18:29:01, OK, 25.0
18:30:01, OK, 27.0
18:31:01, OK, 27.0
18:32:02, OK, 25.0
18:33:02, OK, 27.0
18:34:02, OK, 25.0
18:35:03, OK, 25.0
18:36:03, OK, 23.0
18:37:03, OK, 27.0
18:38:03, OK, 37.0
18:39:04, OK, 27.0
18:40:04, OK, 25.0
18:41:04, OK, 29.0
18:42:05, OK, 31.0
18:43:05, OK, 35.0
18:44:05, OK, 37.0
18:45:05, OK, 35.0
18:46:06, OK, 43.0
18:47:06, OK, 45.0
18:48:06, OK, 43.0
18:49:06, OK, 43.0
18:50:07, OK, 45.0
18:51:07, OK, 47.0
18:52:07, OK, 45.0
18:53:07, OK, 49.0
18:54:08, OK, 39.0
